applicant_id,employment_type,rent_payment_ratio,utility_payment_ratio,telecom_payment_ratio,telecom_tenure_months,monthly_bank_inflow,monthly_bank_outflow,avg_bank_balance,bounce_count_6m,gig_monthly_earnings,gig_earnings_stability,gig_months_active,gig_rating,income_to_expense_ratio,payment_consistency,data_conflict_count,falsified_record_flag,falsification_type,fraud_risk_score,missing_data_ratio,credit_risk_score,decision
A05386,salaried,0.842,0.743,0.82,42,26170,17291,8102,4,4868,0.558,66,4.0,1.514,0.802,0,0,none,0.039,0.0,0.158,APPROVE
A05387,gig,0.729,0.822,0.794,45,49602,36191,13729,0,38671,0.721,54,4.1,1.371,0.782,0,0,none,0.111,0.0,0.188,REFER
A05388,self_employed,0.95,0.975,1.0,39,49299,34519,18721,0,5439,0.842,27,4.75,1.428,0.975,0,0,none,0.102,0.0,0.04,APPROVE
A05389,gig,0.943,0.879,0.841,40,17119,12234,5969,0,9535,0.751,49,4.81,1.399,0.888,0,0,none,0.122,0.0,0.098,APPROVE
A05390,self_employed,0.909,0.891,,17,45010,29039,16626,0,0,0.785,0,,1.55,0.9,0,0,none,0.113,0.167,0.14,APPROVE
A05391,salaried,0.666,0.685,0.745,52,12654,6640,6466,2,0,0.442,0,,1.906,0.699,0,0,none,0.089,0.083,0.237,DECLINE
A05392,salaried,0.793,0.747,0.778,41,47103,34134,13252,1,5701,0.662,30,4.03,1.38,0.773,2,0,none,0.144,0.0,0.226,DECLINE
A05393,gig,0.743,0.837,0.799,48,48425,28261,16262,1,41817,0.781,32,4.35,1.714,0.793,4,0,none,0.187,0.0,0.234,DECLINE
A05394,self_employed,0.738,0.77,0.853,15,88929,,22579,1,11678,0.503,17,4.07,,0.787,0,0,none,0.117,0.083,0.204,REFER
A05395,salaried,0.731,0.723,0.895,25,57058,33232,15919,0,1718,0.518,0,,1.717,0.783,0,0,none,0.118,0.083,0.18,REFER
A05396,salaried,0.971,0.963,0.952,56,58278,32773,26947,1,9706,0.738,39,4.76,1.778,0.962,0,0,none,0.118,0.0,0.068,APPROVE
A05397,self_employed,0.775,,0.748,50,38491,26267,12230,1,7040,,27,4.12,1.465,0.761,0,0,none,0.079,0.167,0.168,REFER
A05398,salaried,0.777,0.741,0.772,36,61914,50575,18326,3,11141,0.482,23,4.5,1.224,0.763,0,0,none,0.059,0.0,0.213,REFER
A05399,self_employed,0.802,0.843,0.966,77,46955,39815,,0,8178,0.773,16,4.46,1.179,0.87,0,1,synthetic_telecom_history,0.544,0.083,0.285,DECLINE
A05400,salaried,0.886,0.848,0.888,37,58522,43077,14453,0,8049,0.71,,4.05,1.359,0.874,0,0,none,0.086,0.083,0.098,APPROVE
A05401,salaried,0.709,0.946,0.892,26,70705,40421,,2,2154,0.522,17,4.69,1.749,0.849,0,0,none,0.093,0.083,0.233,DECLINE
A05402,self_employed,0.66,0.696,0.754,34,59661,32305,14952,2,17596,0.501,,3.78,1.847,0.703,0,1,manipulated_gig_earnings,0.594,0.083,0.258,DECLINE
A05403,gig,1.0,0.941,0.955,67,17769,8736,9366,0,13165,0.828,32,4.5,2.034,0.965,0,0,none,0.066,0.0,0.074,APPROVE
A05404,self_employed,0.992,0.932,1.0,36,17553,12439,3322,0,3758,0.985,51,4.88,1.411,0.975,3,0,none,0.183,0.0,0.109,APPROVE
A05405,self_employed,0.848,0.849,0.863,77,39012,23714,14759,2,,0.724,17,4.38,1.645,0.853,0,0,none,0.103,0.083,0.106,APPROVE
A05406,gig,0.81,0.893,,113,18584,11257,2313,2,17152,0.606,14,4.24,1.651,0.852,0,0,none,0.107,0.083,0.227,DECLINE
A05407,self_employed,0.936,0.928,0.937,43,45438,28949,13883,2,1397,0.755,,,1.57,0.934,0,0,none,0.048,0.167,0.061,APPROVE
A05408,gig,0.902,0.768,0.787,57,42664,31694,12507,0,30755,,18,4.47,1.346,0.819,0,0,none,0.096,0.083,0.162,REFER
A05409,salaried,0.692,0.837,0.917,50,61677,38029,21832,0,10991,0.657,23,4.41,1.622,0.815,0,0,none,0.058,0.0,0.144,APPROVE
A05410,salaried,1.0,0.891,1.0,32,43299,26743,15814,0,1574,0.501,0,,1.619,0.964,0,0,none,0.097,0.083,0.084,APPROVE
A05411,gig,0.822,0.759,0.833,96,20037,14695,7286,1,20903,0.755,47,4.5,1.363,0.804,0,0,none,0.072,0.0,0.155,APPROVE
A05412,self_employed,0.938,0.949,0.903,42,75890,46646,29539,0,,0.694,,4.72,1.627,0.93,0,0,none,0.069,0.167,0.069,APPROVE
A05413,gig,0.88,0.819,0.959,28,,31286,18387,0,43121,0.786,33,4.18,,0.886,0,0,none,0.112,0.083,0.126,APPROVE
A05414,salaried,0.858,0.865,0.785,31,73556,53345,22274,2,181,0.682,0,,1.379,0.836,0,0,none,0.094,0.083,0.127,APPROVE
A05415,salaried,1.0,0.955,0.914,31,49882,23788,23564,0,0,0.72,0,,2.097,0.956,0,0,none,0.011,0.083,0.092,APPROVE
A05416,gig,0.996,0.973,0.869,47,33422,16795,13330,0,28692,0.892,38,4.61,1.99,0.946,0,0,none,0.065,0.0,0.069,APPROVE
A05417,gig,0.924,0.986,0.947,65,41744,28619,18382,0,35305,0.885,38,4.37,1.459,0.952,0,0,none,0.063,0.0,0.025,APPROVE
A05418,gig,0.767,0.825,0.868,50,26057,19029,8177,1,,0.77,22,4.83,1.369,0.82,0,0,none,0.117,0.083,0.176,REFER
A05419,gig,0.776,0.902,0.919,36,39070,30877,10287,1,36889,,27,4.72,1.265,0.866,0,0,none,0.008,0.083,0.14,APPROVE
A05420,self_employed,0.818,0.914,0.946,23,28661,10986,7896,3,6537,0.532,25,4.79,2.609,0.893,0,0,none,0.059,0.0,0.112,APPROVE
A05421,gig,0.787,0.913,0.909,79,17092,8936,7696,0,14366,0.848,,4.71,1.913,0.87,0,0,none,0.117,0.083,0.114,APPROVE
A05422,gig,0.773,0.748,0.782,28,31021,20147,7218,0,25473,0.595,32,4.19,1.54,0.768,0,0,none,0.102,0.0,0.149,APPROVE
A05423,self_employed,1.0,0.885,,61,33437,14109,14903,0,,,44,4.64,2.37,0.943,0,0,none,0.078,0.25,0.069,APPROVE
A05424,gig,0.857,0.993,0.845,31,24710,18366,8331,2,24874,0.836,,4.61,1.345,0.899,0,0,none,0.053,0.083,0.103,APPROVE
A05425,self_employed,0.786,0.815,0.938,59,43649,21442,15637,0,117,0.691,0,,2.036,0.846,0,0,none,0.041,0.083,0.166,REFER
A05426,salaried,0.87,0.75,0.743,29,40501,21843,11878,0,,0.546,34,4.13,1.854,0.788,0,0,none,0.106,0.083,0.203,REFER
A05427,self_employed,0.785,0.904,0.901,32,73067,50452,24319,0,,0.545,36,4.41,1.448,0.863,0,0,none,0.09,0.083,0.095,APPROVE
A05428,self_employed,0.715,0.656,0.795,17,30763,20134,8241,3,,0.556,42,4.11,1.528,0.722,0,0,none,0.178,0.083,0.255,DECLINE
A05429,gig,0.924,,0.938,43,20087,11846,10928,1,13579,,27,4.66,1.696,0.931,0,0,none,0.105,0.167,0.123,APPROVE
A05430,self_employed,0.836,0.822,0.814,31,24532,16326,6104,0,1569,0.708,0,,1.503,0.824,0,0,none,0.097,0.083,0.135,APPROVE
A05431,salaried,0.771,0.717,0.821,55,31092,15682,10526,2,2479,0.504,65,4.47,1.983,0.77,0,0,none,0.152,0.0,0.231,DECLINE
A05432,self_employed,0.804,0.786,0.826,24,,26590,10839,1,1275,0.519,0,,,0.805,0,0,none,0.113,0.167,0.145,APPROVE
A05433,gig,0.634,0.68,0.715,51,19754,15416,3822,1,15721,0.598,29,3.83,1.281,0.676,0,0,none,0.204,0.0,0.257,DECLINE
A05434,gig,0.935,0.933,0.887,45,49000,19996,18568,0,45479,0.725,47,4.74,2.45,0.918,0,0,none,0.062,0.0,0.12,APPROVE
A05435,salaried,,0.793,0.77,62,68135,33339,15343,2,10748,,18,4.51,2.044,0.781,0,1,inflated_income,0.574,0.167,0.18,REFER
A05436,gig,0.92,0.965,0.997,70,77429,48586,27488,0,53579,0.892,36,4.88,1.594,0.961,0,0,none,0.058,0.0,0.051,APPROVE
A05437,gig,0.771,0.839,0.841,72,33329,24165,5132,0,29195,0.562,25,4.22,1.379,0.817,0,0,none,0.112,0.0,0.194,REFER
A05438,gig,0.874,0.805,0.89,30,21944,12971,5349,0,20457,0.795,34,4.32,1.692,0.856,0,0,none,0.047,0.0,0.102,APPROVE
A05439,self_employed,0.949,0.979,0.971,44,41184,33098,14154,0,6959,0.813,36,4.72,1.244,0.966,0,0,none,0.026,0.0,0.062,APPROVE
A05440,self_employed,0.832,0.809,0.827,55,137820,89557,48330,0,31904,0.74,21,4.79,1.539,0.823,0,0,none,0.097,0.0,0.167,REFER
A05441,self_employed,0.991,0.962,0.941,29,11434,6703,2467,1,0,0.811,0,,1.706,0.965,0,0,none,0.043,0.083,0.086,APPROVE
A05442,gig,0.997,0.921,0.987,65,50081,35108,18499,0,36521,0.898,28,4.56,1.427,0.968,0,0,none,0.059,0.0,0.006,APPROVE
A05443,salaried,0.573,0.761,0.809,54,36476,22208,10303,1,4431,0.388,22,3.85,1.643,0.714,0,0,none,0.052,0.0,0.247,DECLINE
A05444,gig,0.638,0.837,0.788,,28385,18013,5914,0,20007,0.687,12,4.13,1.576,0.754,0,0,none,0.093,0.083,0.203,REFER
A05445,gig,0.934,0.889,0.836,64,32339,16124,,2,30468,,29,4.44,2.006,0.886,0,0,none,0.034,0.167,0.252,DECLINE
A05446,salaried,0.939,0.817,0.905,44,30186,19328,,0,459,0.714,0,,1.562,0.887,0,0,none,0.047,0.167,0.169,REFER
A05447,self_employed,0.893,0.816,0.943,73,42051,14718,16931,0,4154,0.764,24,4.69,2.857,0.884,0,0,none,0.071,0.0,0.08,APPROVE
A05448,self_employed,0.833,0.845,0.844,,34999,23154,11218,1,3283,0.652,37,4.87,1.512,0.841,0,0,none,0.101,0.083,0.114,APPROVE
A05449,gig,0.863,0.953,0.915,27,28000,21808,9583,2,22740,0.746,32,,1.284,0.91,0,0,none,0.0,0.083,0.08,APPROVE
A05450,gig,0.903,0.918,0.986,38,46528,34819,16918,0,37627,0.767,69,4.56,1.336,0.936,0,0,none,0.101,0.0,0.05,APPROVE
A05451,gig,0.813,0.885,0.822,50,27043,16187,7019,2,19758,0.802,31,4.02,1.671,0.84,0,0,none,0.135,0.0,0.153,APPROVE
A05452,gig,0.86,0.821,0.817,51,26589,20483,5096,1,17482,0.823,31,4.24,1.298,0.832,0,0,none,0.062,0.0,0.132,APPROVE
A05453,salaried,0.764,,0.794,67,31411,22834,,2,2072,0.371,27,3.9,1.376,0.779,0,0,none,0.134,0.167,0.29,DECLINE
A05454,gig,0.831,0.94,0.902,61,58493,40624,19845,1,77190,0.598,43,4.28,1.44,0.891,0,1,manipulated_gig_earnings,0.521,0.0,0.131,APPROVE
A05455,gig,1.0,0.84,,55,54734,45861,21664,0,51147,0.808,37,4.64,1.193,0.92,0,0,none,0.12,0.083,0.09,APPROVE
A05456,gig,0.752,0.845,0.838,74,21677,11339,6990,1,14267,0.773,64,4.3,1.912,0.812,0,0,none,0.135,0.0,0.147,APPROVE
A05457,salaried,0.876,0.935,0.922,24,102789,40606,38223,1,22460,0.781,24,4.17,2.531,0.911,0,0,none,0.058,0.0,0.041,APPROVE
A05458,salaried,,0.933,0.766,36,34085,26959,5275,1,4680,0.597,,,1.264,0.849,0,0,none,0.13,0.25,0.181,REFER
A05459,salaried,0.916,0.894,1.0,41,17173,9149,7286,0,1485,0.729,0,,1.877,0.937,0,0,none,0.013,0.083,0.032,APPROVE
A05460,self_employed,0.828,1.0,,98,41629,23134,9405,1,9296,0.7,23,4.11,1.799,0.914,0,0,none,0.067,0.083,0.152,APPROVE
A05461,gig,0.679,0.553,0.707,22,20234,11712,,1,,0.552,31,3.93,1.728,0.646,0,0,none,0.129,0.167,0.314,DECLINE
A05462,gig,0.744,0.805,0.821,17,19996,12031,4094,1,17174,,53,3.95,1.662,0.79,2,0,none,0.256,0.083,0.239,DECLINE
A05463,gig,0.77,0.9,0.958,41,44344,32879,18883,1,,0.763,34,,1.349,0.876,2,0,none,0.175,0.167,0.171,REFER
A05464,self_employed,0.898,0.882,0.838,71,36271,25624,10302,1,447,0.721,0,,1.415,0.872,0,0,none,0.037,0.083,0.123,APPROVE
A05465,self_employed,0.929,0.971,1.0,57,32449,17170,14172,0,400,0.799,0,,1.89,0.967,0,0,none,0.026,0.083,0.105,APPROVE
A05466,self_employed,,0.909,,37,13168,9122,6018,2,0,0.707,0,,1.444,0.909,0,0,none,0.081,0.25,0.202,REFER
A05467,gig,,0.696,0.838,86,114498,75931,34971,1,86614,0.745,18,4.36,1.508,0.767,0,0,none,0.086,0.083,0.195,REFER
A05468,gig,0.873,,0.851,44,21023,16442,6166,0,,0.632,50,4.07,1.279,0.862,0,0,none,0.062,0.167,0.205,REFER
A05469,salaried,1.0,,0.797,49,40436,19977,9993,1,6299,0.607,29,4.35,2.024,0.898,0,0,none,0.049,0.083,0.101,APPROVE
A05470,gig,0.846,0.881,0.915,85,34849,21844,15344,0,30925,0.967,33,4.6,1.595,0.881,0,0,none,0.157,0.0,0.082,APPROVE
A05471,self_employed,0.61,0.717,0.724,24,39438,,11718,1,6497,0.414,23,4.18,,0.684,0,0,none,0.073,0.083,0.269,DECLINE
A05472,gig,0.904,0.998,0.985,100,24233,8622,7974,0,18666,0.954,24,5.0,2.811,0.962,0,0,none,0.162,0.0,0.097,APPROVE
A05473,self_employed,0.85,0.899,0.859,43,52931,28369,18191,0,13250,0.672,35,4.43,1.866,0.869,1,1,manipulated_gig_earnings,0.656,0.0,0.119,APPROVE
A05474,self_employed,0.839,0.953,0.876,49,33584,22386,15710,0,10208,0.842,,4.53,1.5,0.889,0,0,none,0.091,0.083,0.118,APPROVE
A05475,salaried,1.0,0.977,0.985,39,47770,30680,20490,1,5608,0.792,34,4.72,1.557,0.987,0,0,none,0.113,0.0,0.055,APPROVE
A05476,salaried,0.902,1.0,0.95,45,42288,27627,18044,0,0,,0,,1.531,0.951,0,0,none,0.0,0.167,0.051,APPROVE
A05477,salaried,1.0,0.821,0.973,36,34526,16656,13009,0,8129,0.785,58,4.44,2.073,0.931,0,0,none,0.078,0.0,0.083,APPROVE
A05478,gig,1.0,0.982,1.0,29,20037,16081,9220,0,12227,0.924,29,4.68,1.246,0.994,0,0,none,0.031,0.0,0.025,APPROVE
A05479,self_employed,0.583,0.739,0.681,64,45296,,7365,1,5322,0.582,18,3.38,,0.668,1,0,none,0.17,0.083,0.296,DECLINE
A05480,gig,0.92,0.819,0.846,22,31731,26277,10869,1,21796,,40,4.46,1.208,0.861,0,0,none,0.078,0.083,0.142,APPROVE
A05481,self_employed,0.829,0.906,0.834,28,69640,30184,21496,0,11636,0.572,,4.12,2.307,0.856,0,0,none,0.098,0.083,0.129,APPROVE
A05482,salaried,0.832,,0.925,42,164019,105491,62187,2,48141,0.791,31,4.38,1.555,0.878,0,1,manipulated_gig_earnings,0.575,0.083,0.19,REFER
A05483,gig,0.719,0.793,0.732,37,54750,,12514,0,43471,,,3.72,,0.748,0,0,none,0.111,0.25,0.222,DECLINE
A05484,self_employed,0.751,0.666,0.747,18,29229,18275,5697,2,2254,0.603,19,4.22,1.599,0.722,0,0,none,0.142,0.0,0.233,DECLINE
A05485,self_employed,0.715,0.878,0.934,25,44972,24017,,2,12848,0.516,,4.29,1.872,0.842,0,0,none,0.05,0.167,0.22,DECLINE
A05486,gig,0.726,0.885,0.771,46,26843,15718,9052,5,19239,0.633,,4.26,1.708,0.794,2,0,none,0.205,0.083,0.232,DECLINE
A05487,self_employed,0.701,0.71,0.718,35,21712,12903,,5,7311,0.489,,3.62,1.683,0.71,2,0,none,0.272,0.167,0.389,DECLINE
A05488,gig,0.892,0.884,0.934,31,26900,16778,9558,0,15122,0.727,,4.3,1.603,0.903,0,0,none,0.051,0.083,0.125,APPROVE
A05489,self_employed,0.916,0.797,0.868,16,31018,12880,8771,4,6034,0.528,45,4.27,2.408,0.86,3,0,none,0.127,0.0,0.189,REFER
A05490,gig,0.987,0.958,0.921,64,20518,11688,9753,0,,0.8,23,4.7,1.755,0.955,0,0,none,0.0,0.083,0.073,APPROVE
A05491,gig,0.799,0.636,0.696,17,40723,27985,9510,1,30504,0.594,29,3.95,1.455,0.71,0,0,none,0.125,0.0,0.158,APPROVE
A05492,self_employed,0.815,0.754,0.819,28,40855,27508,16164,1,9481,0.537,21,,1.485,0.796,0,0,none,0.046,0.083,0.151,APPROVE
A05493,gig,0.782,0.75,,60,21842,9633,3755,2,15165,0.537,16,4.04,2.267,0.766,0,0,none,0.123,0.083,0.242,DECLINE
A05494,salaried,0.866,0.926,,54,61352,41028,21744,0,16705,0.757,65,4.28,1.495,0.896,0,0,none,0.081,0.083,0.147,APPROVE
A05495,gig,0.76,0.851,0.869,23,47873,28670,14661,1,30248,0.637,25,4.84,1.67,0.826,0,0,none,0.058,0.0,0.145,APPROVE
A05496,gig,0.903,0.886,0.918,59,27628,9670,11065,0,22371,0.856,31,4.36,2.857,0.902,0,0,none,0.0,0.0,0.064,APPROVE
A05497,gig,0.851,,0.812,90,90827,57292,31166,0,77319,0.69,16,4.13,1.585,0.831,0,0,none,0.057,0.083,0.133,APPROVE
A05498,gig,0.749,0.757,0.803,53,17378,12555,1810,1,12372,0.677,23,4.47,1.384,0.77,0,0,none,0.086,0.0,0.249,DECLINE
A05499,self_employed,0.864,0.921,0.941,42,26275,11347,6116,1,3857,0.773,26,4.52,2.316,0.909,0,1,inflated_income,0.549,0.0,0.093,APPROVE
A05500,salaried,0.955,1.0,0.997,42,29311,20668,,0,3518,,31,4.67,1.418,0.984,0,0,none,0.022,0.167,0.118,APPROVE
A05501,gig,0.911,0.847,0.846,27,35346,24246,6097,3,23773,0.757,35,,1.458,0.868,0,0,none,0.112,0.083,0.144,APPROVE
A05502,salaried,0.736,0.695,0.676,33,36551,21777,10881,0,1389,0.686,0,,1.678,0.702,0,0,none,0.06,0.083,0.166,REFER
A05503,salaried,0.774,0.767,,24,48827,32137,14925,3,2136,0.562,28,4.24,1.519,0.77,0,0,none,0.163,0.083,0.196,REFER
A05504,self_employed,0.82,0.748,0.865,29,43797,31467,12731,2,3850,0.668,20,4.32,1.392,0.811,0,0,none,0.175,0.0,0.175,REFER
A05505,gig,0.937,,,41,64525,48074,23721,0,57032,0.774,,,1.342,0.937,0,0,none,0.159,0.333,0.13,APPROVE
A05506,salaried,0.856,0.92,0.862,56,96216,64152,38754,1,398,0.626,0,,1.5,0.879,0,0,none,0.06,0.083,0.155,APPROVE
A05507,self_employed,0.768,0.731,0.877,26,47752,29317,14324,0,2029,0.669,21,4.35,1.629,0.792,0,0,none,0.081,0.0,0.141,APPROVE
A05508,gig,0.838,0.959,0.963,46,34785,22824,12958,0,28698,0.896,45,4.6,1.524,0.92,1,0,none,0.102,0.0,0.059,APPROVE
A05509,self_employed,0.798,0.761,0.812,68,25448,13121,,1,,0.647,0,,1.939,0.79,0,0,none,0.073,0.25,0.346,DECLINE
A05510,gig,,0.749,0.756,32,26939,16267,3648,2,,0.542,16,4.27,1.656,0.753,0,0,none,0.148,0.167,0.285,DECLINE
A05511,gig,0.902,0.86,0.869,42,30147,17581,8793,,21963,0.776,36,4.01,1.715,0.877,0,0,none,0.1,0.083,0.129,APPROVE
A05512,self_employed,0.87,0.746,0.833,53,48055,28555,10150,2,1686,0.598,0,,1.683,0.816,0,0,none,0.108,0.083,0.131,APPROVE
A05513,gig,0.864,0.766,0.819,45,26981,17236,9993,2,,0.705,19,4.22,1.565,0.816,0,0,none,0.091,0.083,0.14,APPROVE
A05514,salaried,0.699,0.749,0.738,44,40825,26142,10798,2,7321,0.695,18,4.28,1.562,0.729,0,0,none,0.098,0.0,0.189,REFER
A05515,gig,,0.619,0.826,29,16009,12082,2722,1,13005,0.441,32,4.11,1.325,0.723,0,0,none,0.162,0.083,0.282,DECLINE
A05516,gig,0.677,0.761,,71,17627,8382,2722,0,12876,0.747,16,4.02,2.103,0.719,0,0,none,0.176,0.083,0.257,DECLINE
A05517,self_employed,0.724,0.69,0.779,59,90524,71286,21869,2,14765,0.394,79,3.99,1.27,0.731,1,0,none,0.129,0.0,0.256,DECLINE
A05518,self_employed,,0.8,0.755,50,22927,18699,6867,3,5209,,60,4.19,1.226,0.778,0,0,none,0.112,0.167,0.215,DECLINE
A05519,gig,0.752,0.666,0.832,33,21248,16806,2432,1,,0.691,,4.06,1.264,0.75,0,0,none,0.111,0.167,0.243,DECLINE
A05520,gig,0.63,0.725,0.775,48,75855,43635,19100,2,64222,0.56,28,3.98,1.738,0.71,0,0,none,0.118,0.0,0.241,DECLINE
A05521,gig,0.785,0.862,0.903,38,26792,13674,8986,1,24248,0.832,27,4.39,1.959,0.85,0,0,none,0.055,0.0,0.124,APPROVE
A05522,gig,0.852,0.885,0.932,35,32958,15461,15951,1,22612,0.838,28,4.47,2.132,0.89,0,0,none,0.151,0.0,0.12,APPROVE
A05523,gig,0.833,0.816,0.824,27,27713,16016,8806,1,21302,0.617,39,3.96,1.73,0.824,0,0,none,0.081,0.0,0.123,APPROVE
A05524,self_employed,0.778,0.663,0.831,32,31572,18254,,1,2907,0.666,31,4.05,1.73,0.757,0,0,none,0.107,0.083,0.234,DECLINE
A05525,gig,0.93,0.851,0.943,64,30776,,12630,2,23465,0.942,21,4.57,,0.908,0,0,none,0.047,0.083,0.111,APPROVE
A05526,gig,0.919,0.83,,61,43640,33861,14049,1,33370,0.826,21,,1.289,0.874,0,0,none,0.105,0.167,0.092,APPROVE
A05527,self_employed,0.86,0.986,0.852,26,52528,38525,15462,0,3869,0.628,21,4.55,1.363,0.9,0,0,none,0.086,0.0,0.083,APPROVE
A05528,gig,0.725,0.752,,37,18370,8678,,3,14408,0.434,34,3.95,2.117,0.738,0,0,none,0.108,0.167,0.28,DECLINE
A05529,gig,0.904,0.885,0.887,21,27473,19995,9480,2,26081,0.769,,4.25,1.374,0.892,0,0,none,0.079,0.083,0.11,APPROVE
A05530,gig,0.803,0.803,0.735,26,66353,39238,16606,0,45792,0.773,21,4.14,1.691,0.78,0,0,none,0.087,0.0,0.123,APPROVE
A05531,gig,0.744,0.734,0.799,49,94656,65965,22120,2,80147,0.597,25,4.04,1.435,0.759,0,0,none,0.159,0.0,0.227,DECLINE
A05532,gig,0.797,0.862,0.906,33,,22821,5830,1,30997,0.772,,4.56,,0.855,0,0,none,0.016,0.167,0.199,REFER
A05533,salaried,0.912,0.829,0.855,63,35066,15593,18134,0,4516,0.735,39,4.28,2.249,0.865,0,0,none,0.052,0.0,0.112,APPROVE
A05534,salaried,0.754,0.812,0.812,51,31511,16650,8431,1,5463,,,4.13,1.892,0.793,0,0,none,0.054,0.167,0.197,REFER
A05535,gig,0.698,0.81,0.819,35,23008,13719,10084,1,19167,0.646,24,4.2,1.677,0.776,0,0,none,0.119,0.0,0.183,REFER
A05536,gig,0.803,0.854,0.797,40,20392,13973,9441,3,17857,0.659,39,4.13,1.459,0.818,0,0,none,0.152,0.0,0.152,APPROVE
A05537,self_employed,0.826,0.806,0.941,33,91467,49746,27857,1,19612,,27,4.52,1.839,0.858,0,0,none,0.158,0.083,0.121,APPROVE
A05538,gig,,0.77,0.83,,69284,46205,17108,2,50980,0.625,17,4.3,1.499,0.8,0,0,none,0.15,0.167,0.247,DECLINE
A05539,salaried,0.7,0.793,0.705,39,32484,14464,8869,0,7275,0.548,67,4.14,2.246,0.733,0,0,none,0.115,0.0,0.258,DECLINE
A05540,salaried,0.657,0.754,0.763,47,46008,30407,13775,1,7002,0.46,30,4.09,1.513,0.725,0,0,none,0.178,0.0,0.249,DECLINE
A05541,salaried,0.987,0.939,0.973,59,72172,50541,30495,0,6740,,33,4.78,1.428,0.966,0,0,none,0.044,0.083,0.055,APPROVE
A05542,self_employed,0.798,,0.771,25,38322,24893,7763,2,3915,0.525,47,4.36,1.539,0.784,0,0,none,0.039,0.083,0.188,REFER
A05543,self_employed,0.721,0.809,0.72,83,37079,21236,9565,0,0,0.628,0,,1.746,0.75,0,0,none,0.157,0.083,0.164,REFER
A05544,self_employed,0.899,0.893,0.867,39,33787,16836,11298,0,7278,0.679,53,4.24,2.007,0.886,0,0,none,0.137,0.0,0.102,APPROVE
A05545,self_employed,0.721,0.892,,30,40933,29630,16713,0,10336,0.573,24,4.46,1.381,0.807,0,0,none,0.095,0.083,0.156,APPROVE
A05546,self_employed,0.691,0.726,0.739,42,21389,11955,6479,1,1545,,0,,1.789,0.719,0,0,none,0.172,0.167,0.243,DECLINE
A05547,gig,0.969,0.806,0.873,70,19950,12999,6373,0,16526,0.897,,4.89,1.535,0.882,0,0,none,0.055,0.083,0.116,APPROVE
A05548,gig,0.871,0.826,0.867,34,33227,15402,4574,2,27240,0.768,28,4.3,2.157,0.855,0,0,none,0.034,0.0,0.164,REFER
A05549,salaried,0.876,0.908,0.873,50,42348,25469,16511,0,10099,0.582,18,4.43,1.663,0.886,0,0,none,0.052,0.0,0.097,APPROVE
A05550,self_employed,0.882,0.833,0.936,92,34473,22901,16349,0,7229,0.681,28,4.33,1.505,0.884,0,0,none,0.048,0.0,0.118,APPROVE
A05551,gig,0.92,0.857,0.964,37,33785,22859,10419,0,31839,0.93,36,4.3,1.478,0.914,0,0,none,0.079,0.0,0.046,APPROVE
A05552,gig,0.678,0.667,0.76,51,63938,33088,17246,1,55955,0.708,20,4.05,1.932,0.702,0,0,none,0.139,0.0,0.215,DECLINE
A05553,gig,0.851,0.82,0.823,35,48505,19994,18048,0,43069,0.684,24,4.64,2.426,0.831,0,0,none,0.06,0.0,0.133,APPROVE
A05554,gig,0.743,0.668,0.803,45,26512,,7475,0,18698,0.443,27,4.01,,0.738,3,0,none,0.14,0.083,0.225,DECLINE
A05555,salaried,0.75,0.803,0.825,41,62844,41185,21588,0,1838,0.457,0,,1.526,0.793,2,0,none,0.183,0.083,0.164,REFER
A05556,gig,,0.655,0.651,19,52755,29890,8377,3,46125,0.548,40,3.88,1.765,0.653,0,0,none,0.142,0.083,0.257,DECLINE
A05557,salaried,0.789,0.741,0.827,78,29581,12403,10264,1,3893,0.421,29,4.1,2.385,0.786,0,0,none,0.114,0.0,0.21,REFER
A05558,gig,0.851,0.915,0.897,51,22541,18140,3844,1,20426,0.929,23,,1.243,0.888,0,0,none,0.116,0.083,0.157,APPROVE
A05559,gig,0.929,0.877,0.905,48,21956,14184,9631,0,18141,,51,4.42,1.548,0.904,2,0,none,0.142,0.083,0.117,APPROVE
A05560,gig,0.696,0.759,0.795,51,32558,18333,11241,2,32001,0.506,49,3.88,1.776,0.75,0,0,none,0.157,0.0,0.205,REFER
A05561,gig,0.806,0.846,0.848,30,41673,24535,12752,1,31361,0.5,53,4.08,1.699,0.834,0,0,none,0.107,0.0,0.149,APPROVE
A05562,gig,0.713,0.67,0.802,54,16081,12405,0,,11220,,12,3.66,1.296,0.728,0,0,none,0.123,0.167,0.32,DECLINE
A05563,gig,0.566,0.659,0.745,18,38792,32264,8381,2,31032,0.524,17,3.98,1.202,0.657,0,0,none,0.154,0.0,0.238,DECLINE
A05564,gig,0.728,0.795,0.82,23,37609,24323,10494,2,,0.773,21,4.38,1.546,0.781,0,0,none,0.103,0.083,0.19,REFER
A05565,self_employed,0.845,0.893,0.851,72,31239,20161,12913,1,251,0.678,0,,1.549,0.863,0,0,none,0.041,0.083,0.122,APPROVE
A05566,gig,0.785,0.8,0.932,78,71527,48658,23237,0,59947,0.73,15,4.57,1.47,0.839,0,0,none,0.059,0.0,0.145,APPROVE
A05567,gig,0.718,,0.877,,19223,13434,0,3,13801,,25,4.2,1.431,0.798,0,0,none,0.134,0.25,0.244,DECLINE
